Month,Borough_x,Equipment Type,Equipment Code,Total Outages,Scheduled Outages,Unscheduled Outages,Entrapments,Time Since Major Improvement,AM Peak Availability,AM Peak Hours Available,AM Peak Total Hours,PM Peak Availability,PM Peak Hours Available,PM Peak Total Hours,24-Hour Availability,24-Hour Hours Available,24-Hour Total Hours,Station Name,Station MRN,Station Complex Name,Station Complex MRN,Station ID,Complex ID,GTFS Stop ID,Division,Line,Stop Name,Borough_y,Daytime Routes,Structure,lat,long,North Direction Label,South Direction Label,ADA,ADA Notes,Georeference
01/01/2023,Manhattan,Elevator,EL728X,0,0,0,0,,0.45994623655914,57.03333333333334,124.0,0.485618279569893,60.21666666666668,124.0,0.457459677419355,340.34999999999997,744.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628,106,628,M22,BMT,Jamaica,Fulton St,M,J Z,Subway,40.710374,-74.007582,Brooklyn,Broad St,1,,POINT (-74.007582 40.710374)
01/01/2023,Manhattan,Elevator,EL728X,0,0,0,0,,0.45994623655914,57.03333333333334,124.0,0.485618279569893,60.21666666666668,124.0,0.457459677419355,340.34999999999997,744.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628,172,628,A38,IND,8th Av - Fulton St,Fulton St,M,A C,Subway,40.710197,-74.007691,Uptown,Brooklyn,1,,POINT (-74.007691 40.710197)
01/01/2023,Manhattan,Elevator,EL728X,0,0,0,0,,0.45994623655914,57.03333333333334,124.0,0.485618279569893,60.21666666666668,124.0,0.457459677419355,340.34999999999997,744.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628,332,628,229,IRT,Clark St,Fulton St,M,2 3,Subway,40.709416,-74.006571,Uptown & The Bronx,Downtown & Brooklyn,1,,POINT (-74.006571 40.709416)
01/01/2023,Manhattan,Elevator,EL728X,0,0,0,0,,0.45994623655914,57.03333333333334,124.0,0.485618279569893,60.21666666666668,124.0,0.457459677419355,340.34999999999997,744.0,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628,412,628,418,IRT,Lexington Av,Fulton St,M,4 5,Subway,40.710368,-74.009509,Uptown & The Bronx,Downtown & Brooklyn,1,,POINT (-74.009509 40.710368)
01/01/2023,Brooklyn,Elevator,EL761,5,1,4,0,135.0,0.991263440860215,122.91666666666664,124.0,0.956989247311828,118.66666666666666,124.0,0.973947132616488,724.6166666666667,744.0,KINGSHWY-BWY-B/Q,51,Kings Hwy - Station,51,51,51,D35,BMT,Broadway - Brighton,Kings Hwy,Bk,B Q,Open Cut,40.60867,-73.957734,Manhattan,Brighton Beach & Coney Island,1,,POINT (-73.957734 40.60867)
01/01/2023,Manhattan,Elevator,EL17X,0,0,0,0,,1.0,124.0,124.0,1.0,124.0,124.0,1.0,744.0,744.0,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624,21,624,R25,BMT,Broadway,Cortlandt St,M,R W,Subway,40.710668,-74.011029,Uptown & Queens,Downtown & Brooklyn,1,,POINT (-74.011029 40.710668)
01/01/2023,Manhattan,Elevator,EL17X,0,0,0,0,,1.0,124.0,124.0,1.0,124.0,124.0,1.0,744.0,744.0,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624,170,624,A36,IND,8th Av - Fulton St,Chambers St,M,A C,Subway,40.714111,-74.008585,Uptown,Downtown & Brooklyn,0,,POINT (-74.008585 40.714111)
01/01/2023,Manhattan,Elevator,EL17X,0,0,0,0,,1.0,124.0,124.0,1.0,124.0,124.0,1.0,744.0,744.0,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624,171,624,E01,IND,8th Av - Fulton St,World Trade Center,M,E,Subway,40.712582,-74.009781,Uptown - Queens,,1,,POINT (-74.009781 40.712582)
01/01/2023,Manhattan,Elevator,EL17X,0,0,0,0,,1.0,124.0,124.0,1.0,124.0,124.0,1.0,744.0,744.0,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624,331,624,228,IRT,Clark St,Park Place,M,2 3,Subway,40.713051,-74.008811,Uptown & The Bronx,Downtown & Brooklyn,0,,POINT (-74.008811 40.713051)
01/01/2023,Manhattan,Elevator,EL292,2,2,0,0,29.0,1.0,124.0,124.0,1.0,124.0,124.0,0.989112903225806,735.9000000000001,744.0,1AV-CNR-L,119,1 Av - Station,119,119,119,L06,BMT,Canarsie,1 Av,M,L,Subway,40.730953,-73.981628,8 Av,Brooklyn,1,,POINT (-73.981628 40.730953)
01/01/2023,Brooklyn,Elevator,EL757,3,1,2,1,25.0,1.0,124.0,124.0,1.0,124.0,124.0,0.984117383512545,732.1833333333333,744.0,EASTERNPKWY-BROOKLYNMUSEUM-EPK-2/3,341,Eastern Pkwy-Brooklyn Museum - Station,341,341,341,238,IRT,Eastern Pky,Eastern Pkwy-Brooklyn Museum,Bk,2 3,Subway,40.671987,-73.964375,Manhattan,Flatbush - New Lots,1,,POINT (-73.964375 40.671987)
01/01/2023,Queens,Elevator,EL414,3,3,0,0,276.0,0.993951612903226,123.25,124.0,1.0,124.0,124.0,0.989807347670251,736.4166666666667,744.0,FLUSHING-MAINST-FLS-7,447,Flushing-Main St - Station,447,447,447,701,IRT,Flushing,Flushing-Main St,Q,7,Subway,40.7596,-73.83003,,Manhattan,1,,POINT (-73.83003 40.7596)
01/01/2023,Brooklyn,Elevator,EL765,2,2,0,0,26.0,1.0,124.0,124.0,1.0,124.0,124.0,0.987275985663082,734.5333333333333,744.0,GREENPOINTAV-XTN-G,283,Greenpoint Av - Station,283,283,283,G26,IND,Crosstown,Greenpoint Av,Bk,G,Subway,40.731352,-73.954449,Queens,Church Av,1,,POINT (-73.954449 40.731352)
01/01/2023,Queens,Elevator,EL421,4,3,1,1,204.0,0.989247311827957,122.66666666666666,124.0,0.99260752688172,123.08333333333331,124.0,0.980264336917563,729.3166666666666,744.0,JACKSONHTS-ROOSEVELTAV-QBL-E/F/M/R,267,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616,267,616,G14,IND,Queens Blvd,Jackson Hts-Roosevelt Av,Q,E F M R,Subway,40.746644,-73.891338,Forest Hills - Jamaica,Manhattan,1,,POINT (-73.891338 40.746644)
01/01/2023,Queens,Elevator,EL421,4,3,1,1,204.0,0.989247311827957,122.66666666666666,124.0,0.99260752688172,123.08333333333331,124.0,0.980264336917563,729.3166666666666,744.0,JACKSONHTS-ROOSEVELTAV-QBL-E/F/M/R,267,"74-Broadway (7)/Jackson Hts-Roosevelt Av (E,F,M,R)",616,454,616,710,IRT,Flushing,74 St-Broadway,Q,7,Elevated,40.746848,-73.891394,Flushing,Manhattan,1,,POINT (-73.891394 40.746848)
01/01/2023,Queens,Elevator,EL431,3,2,1,0,210.0,1.0,124.0,124.0,1.0,124.0,124.0,0.98546146953405,733.1833333333334,744.0,JAMAICA-179ST-QBL-F,254,Jamaica-179 St - Station,254,254,254,F01,IND,Queens Blvd,Jamaica-179 St,Q,F,Subway,40.712646,-73.783817,,Manhattan,1,,POINT (-73.783817 40.712646)
01/01/2023,Brooklyn,Elevator,EL739,4,2,2,2,42.0,0.988844086021505,122.61666666666666,124.0,0.980779569892473,121.61666666666665,124.0,0.981608422939068,730.3166666666667,744.0,NEWUTRECHTAV-SEA-N,73,New Utrecht Av (N)/62 St (D),615,63,615,B16,BMT,West End,62 St,Bk,D,Elevated,40.626472,-73.996895,Manhattan,Coney Island,1,,POINT (-73.996895 40.626472)
