Month,Borough,Equipment Type,Equipment Code,Total Outages,Scheduled Outages,Unscheduled Outages,Entrapments,Time Since Major Improvement,AM Peak Availability,AM Peak Hours Available,AM Peak Total Hours,PM Peak Availability,PM Peak Hours Available,PM Peak Total Hours,24-Hour Availability,24-Hour Hours Available,24-Hour Total Hours,Station Name,Station MRN,Station Complex Name,Station Complex MRN
01/01/2023,Manhattan,Elevator,EL719,6,1,5,0,109,1,123.99999999999999,123.99999999999999,0.978897849462366,121.38333333333333,123.99999999999999,0.980152329749104,729.2333333333333,744,FULTONST-NAS-J/Z,106,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2023,Manhattan,Elevator,EL119,3,2,1,0,29,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.989336917562724,736.0666666666666,744,181ST-8AV-A,146,181 St - Station,146
01/01/2023,Manhattan,Elevator,EL325,3,3,0,0,258,0.969758064516129,120.24999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.981003584229391,729.8666666666667,744,CANALST-LEX-6,410,"Canal St (J,N,Q,R,Z,6)",623
01/01/2023,Manhattan,Elevator,EL403,2,2,0,0,7,1,124,124,0.995967741935484,123.50000000000001,124,0.993391577060932,739.0833333333334,744,ROOSEVELTISLAND-63S-F,222,Roosevelt Island - Station,222
01/01/2023,Manhattan,Elevator,EL149,2,1,1,0,8,1,123.99999999999999,123.99999999999999,0.984677419354839,122.1,123.99999999999999,0.992069892473118,738.1,744,INWOOD-207ST-8AV-A,143,Inwood-207 St - Station,143
01/01/2023,Manhattan,Elevator,EL202,4,1,3,0,63,0.990994623655914,122.88333333333333,123.99999999999999,1,123.99999999999999,123.99999999999999,0.988530465949821,735.4666666666667,744,51ST-LEX-6,401,"Lexington Av-53 St (E,M)/51 St (6)",612
01/01/2023,Bronx,Elevator,EL137,1,1,0,0,182,1,124,124,1,124,124,0.993391577060932,739.0833333333334,744,PELHAMPKWY-LWP-2/5,424,Pelham Pkwy - Station,424
01/01/2023,Manhattan,Elevator,EL268X,0,0,0,0,N/A,0.930241935483871,115.35,123.99999999999999,0.935483870967742,116,123.99999999999999,0.934610215053763,695.35,744,49ST-BWY-N/R/Q,10,49 St - Station,10
01/01/2023,Manhattan,Elevator,EL600,2,2,0,0,88,0.998387096774194,123.8,124,1,124,124,0.99260752688172,738.5,744,34ST-HUDSONYARDS-FLS-7,471,34 St-Hudson Yards - Station,471
01/01/2023,Bronx,Elevator,EL131,4,2,2,2,249,1,124,124,1,124,124,0.972603046594982,723.6166666666667,744,161ST-YANKEESTADIUM-CON-B/D,219,"161 St-Yankee Stadium (B,D,4)",604
01/01/2023,Manhattan,Elevator,EL210,1,1,0,0,15,1,124,124,1,124,124,0.993167562724014,738.9166666666666,744,34ST-HERALDSQ-6AV-B/D/F,227,"34 St-Herald Sq (B,D,F,M,N,Q,R)",607
01/01/2023,Manhattan,Elevator,EL282,3,2,1,1,20,0.967741935483871,120,124,1,124,124,0.986491935483871,733.95,744,57ST-7AV-BWY-N/R/Q,9,57 St-7 Av - Station,9
01/01/2023,Manhattan,Elevator,EL721,4,1,3,0,110,0.994354838709677,123.29999999999998,123.99999999999999,0.963037634408602,119.41666666666666,123.99999999999999,0.985999103942652,733.5833333333333,744,FULTONST-8AV-A/C,172,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2023,Manhattan,Elevator,EL16X,0,0,0,0,N/A,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,CORTLANDTST-BWY-R,21,"Chambers St (A,C)/WTC (E)/Park Place (2,3)/Cortlandt St (R, W)",624
01/01/2023,Queens,Elevator,EL495X,0,0,0,0,N/A,0.953897849462366,118.2833333333333,123.99999999999999,0.967741935483871,119.99999999999997,123.99999999999999,0.95510752688172,710.6,744,HOWARDBEACH-JFKAIRPORT-RKY-A,198,Howard Beach-JFK Airport - Station,198
01/01/2023,Brooklyn,Elevator,EL318,9,2,7,1,22,0.992338709677419,123.04999999999998,123.99999999999999,0.975806451612903,120.99999999999999,123.99999999999999,0.974327956989247,724.9,744,BOROUGHHALL-CLK-2/3,335,"Court St (R)/Borough Hall (2,3,4,5)",620
01/01/2023,Queens,Elevator,EL405,14,5,9,3,72,0.953360215053763,118.21666666666665,123.99999999999999,0.924731182795699,114.66666666666664,123.99999999999999,0.918974014336918,683.7166666666667,744,21ST-QUEENSBRIDGE-63S-F,221,21 St-Queensbridge - Station,221
01/01/2023,Queens,Elevator,EL411,11,6,5,1,8,0.974193548387097,120.8,124,0.994354838709677,123.30000000000001,124,0.976008064516129,726.1500000000001,744,SUTPHINBLVD-ARCHERAV-JFKAIRPORT-QBL-E/J/Z,279,Sutphin Blvd-Archer Av-JFK Airport - Station,279
01/01/2023,Bronx,Elevator,EL195,2,1,1,0,98,1,123.99999999999997,123.99999999999997,1,123.99999999999997,123.99999999999997,0.992025089605735,738.0666666666666,744,HUNTSPOINTAV-PEL-6,371,Hunts Point Av - Station,371
01/01/2023,Brooklyn,Elevator,EL340,4,1,3,1,20,1,124,124,0.996370967741936,123.55000000000001,124,0.983781362007168,731.9333333333334,744,FRANKLINAV-8AV-C,178,"Franklin Av (C,S)",627
01/01/2023,Manhattan,Elevator,EL234,5,2,3,0,166,1,123.99999999999999,123.99999999999999,0.968010752688172,120.03333333333332,123.99999999999999,0.981815732758621,728.9,742.4,47-50STS-ROCKEFELLERCTR-6AV-B/D/F/M,225,47-50 Sts-Rockefeller Ctr - Station,225
01/01/2023,Manhattan,Elevator,EL716,6,4,2,0,98,0.95255376344086,118.11666666666666,123.99999999999999,0.987365591397849,122.43333333333331,123.99999999999999,0.95956541218638,713.9166666666667,744,FULTONST-LEX-4/5,412,"Fulton St (A,C,J,Z,2,3,4,5)",628
01/01/2023,Brooklyn,Elevator,EL702,0,0,0,0,207,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,1,744,744,CONEYISLAND-STILLWELLAV-SEA-D/F/N/Q,58,Coney Island-Stillwell Av - Station,58
01/01/2023,Brooklyn,Elevator,EL359,2,2,0,0,29,1,123.99999999999999,123.99999999999999,0.983602150537634,121.96666666666665,123.99999999999999,0.990882616487455,737.2166666666667,744,BEDFORDAV-CNR-L,120,Bedford Av - Station,120
01/01/2023,Queens,Elevator,EL497,5,4,1,0,130,0.90255376344086,111.91666666666667,124,0.889381720430108,110.28333333333333,124,0.907638888888889,675.2833333333333,744,FARROCKAWAY-MOTTAV-RKY-A,209,Far Rockaway-Mott Av - Station,209
01/01/2023,Manhattan,Elevator,EL214,2,1,1,0,3,0.986559139784946,122.33333333333329,123.99999999999997,1,123.99999999999997,123.99999999999997,0.991241039426523,737.4833333333333,744,34ST-PENNSTATION-7AV-1/2/3,318,34 St-Penn Station - Station,318
01/01/2023,Queens,Elevator,EL436,2,1,1,0,174,1,124,124,1,124,124,0.991621863799283,737.7666666666667,744,KEWGARDENS-UNIONTPKE-QBL-E/F,259,Kew Gardens-Union Tpke - Station,259
01/01/2023,Manhattan,Elevator,EL231X,0,0,0,0,N/A,0.903225806451613,111.99999999999999,123.99999999999999,0.919354838709677,113.99999999999997,123.99999999999999,0.919287634408602,683.95,744,TIMESSQ-42ST-7AV-1/2/3,317,"Times Sq-42 St (N,Q,R,S,1,2,3,7)/42 St (A,C,E)",611
01/01/2023,Manhattan,Elevator,EL266,2,2,0,0,72,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.988933691756272,735.7666666666667,744,72ST-2AV-Q,477,72 St - Station,477
01/01/2023,Brooklyn,Elevator,EL303,5,4,1,0,225,0.91505376344086,113.46666666666664,123.99999999999999,0.940591397849462,116.63333333333333,123.99999999999999,0.927643369175627,690.1666666666666,744,ATLANTICAV-BARCLAYSCTR-4AV-D/N/R,27,"Atlantic Av (B,Q,2,3,4,5)/Pacific St (D,N,R)",617
01/01/2023,Manhattan,Elevator,EL143,2,2,0,0,205,1,123.99999999999999,123.99999999999999,0.984543010752688,122.08333333333333,123.99999999999999,0.990367383512545,736.8333333333334,744,125ST-8AV-A/B/C/D,153,125 St - Station,153
01/01/2023,Manhattan,Elevator,EL226,6,4,2,0,247,0.886559139784946,109.93333333333331,123.99999999999999,0.935483870967742,116,123.99999999999999,0.902598566308244,671.5333333333333,744,34ST-PENNSTATION-8AV-A/C/E,164,34 St-Penn Station - Station,164
01/01/2023,Manhattan,Elevator,EL287X,0,0,0,0,N/A,0.759005376344086,94.11666666666667,124,0.741935483870968,92,124,0.752844982078853,560.1166666666667,744,42ST-BRYANTPK-6AV-B/D/F/M,226,"42 St-Bryant Pk (B,D,F,M)/5 Av (7)",609
01/01/2023,Bronx,Elevator,EL508,2,2,0,0,12,1,124,124,1,124,124,0.994982078853047,740.2666666666667,744,170ST-JER-4,387,170 St - Station,387
01/01/2023,Manhattan,Elevator,EL279,1,1,0,0,159,1,124,124,1,124,124,0.993033154121864,738.8166666666666,744,59ST-COLUMBUSCIRCLE-8AV-A/B/C/D,161,"59 St-Columbus Circle (A,B,C,D,1)",614
01/01/2023,Brooklyn,Elevator,EL320,8,6,2,1,8,0.94260752688172,116.88333333333335,124,0.967741935483871,120,124,0.949977598566308,706.7833333333333,744,CHURCHAV-NOS-2/5,356,Church Av - Station,356
01/01/2023,Manhattan,Elevator,EL244,4,2,2,0,32,1,123.99999999999999,123.99999999999999,1,123.99999999999999,123.99999999999999,0.987163978494624,734.45,744,GRANDCENTRAL-42ST-FLS-7,465,"Grand Central-42 St (S,4,5,6,7)",610
